labels,text
1,"Listen listen, it's not up to white people to judge or criticize you for what you said, the word you said it's a offensive slang to black people if anyone has the right to be offended is them. So, please , people on the comments, stop saying it's just a word or I feel offended for them . Let them say what they think about what happened."
1,"Honestly, who is not racist (in their own way) nowadays? Even ppl make jokes of asian having small eyes ...it's common and no it doesnt affect me LOL PLUS HE DIDNT SAY IT OWN PURPOSE ! IF HE REALLY MEANT IT, WHY WOULD HE SAY SORRY :/"
1,Social justice warriors need to chill
1,"say the N word is not alright at all, but people are overreacting waaaaay too much"
1,Idubbbz says niggerfaggot in like every single video a year ago and it's hilarious. Everyone's such a boner. Love you Felix
1,"Poods, irrespective of your intentions (which I genuinely believe are pure and not hateful), you are a public face and voice and what you say and do influences others greatly. It's really disappointing to see that you still struggle to really respect the influence you have on YouTube and to your 57 million audience. I hope you wake the fuck up and stop this shit because you're a good, entertaining guy who really is and should be better than this. I hope you turn things around bro. Be more woke."
1,It's okay man👌👌
1,"THERE ARE PEOPLE SUFFERING FROM HURRICANES AND YET Y'ALLZ ARE WORRIED ABOUT SOME CRACKA WITH A POTTY MOUTH???\n\nSincerely, your friendly neighborhood Beaner."
1,"honestly I don't care I won't let the word overpower me, I always will care about you pewdie!"
1,It's ok Felix.
1,Power is the disease.  Care is the cure.  Keep caring for yourself and others as best as you can.  This is life.
1,How many sorrys can one say and still be able to be a part of YouTube
1,"Hi Felix. As an newly subscriber and a fan, I didn't see the bit your apologizing for on your channel but heard the douchebag Sargon of Akkad (not a fan) mentioned it on his channel, where he's clearly stating that it's more then ok to use that particular word if one is not a racist and actually said it multiple times. You clarly have more integrity and a higher moral character then he has and as a Albanien-Swed, am verry proud of you for apologizing. Big UP Brah!"
1,Dude it's just a word. Maybe ppl shouldn't be getting so butt hurt to be honest.
1,It's not like he said Voldemort. Ain't no evil wizards gonna come out if you say the n word
1,lol its just a word
1,"People give power to the word they don't want to hear. If someone says the N word, let it slide. Because you're the one who's making it a bigger deal. Stop caring and things will cool off"
1,Nice kaws statues dude
1,"Pewdiepie... bumass nigga, lmao."
1,It's okay pewds
1,Love ya Felix
1,So many people wana see face id security flaw.....
1,👈 watch by clicking on icon people's are entertaining
1,How are Chinese going to secure their phones???
1,"The phone itself looks pretty great but it isn't worth the $1,000. I'd say wait a while before buying it so the price can lower. By March next year it's probably gonna be the same price as the IPhone 7 is now."
1,"1,000 ?! . No thank you . Great phone tho . You know how many things I can buy with that"
1,"I'm not an apple fan, had iPhones for years in the past before being overcome with boredom stemming from the stagnant design and underwhelming yearly reveals. Currently loving on my gorgeous s8 plus, HOWEVER, the iPhone X is absolutely beautiful, and for the first time in years I'm actually kind of excited about an apple product. Also can't wait to see how Samsung responds, competition means better products for consumers. Nice work apple:)"
1,Damn I wonder how much longer until we're looking like futuristic movie
1,Apple doing a good job copying Samsung but whatever happened to being innovative? This is just overpriced android with an apple logo.
1,Anyone else appreciate their 6/6s more now?
1,"When Google did face unlock several years ago, the entire tech press dismissed it as a gimmick. Now it is the best thing since sliced bread."
1,"iPhones are for cool hip people, and Samsungs/androids are for fob immigrants and old people, that's what I've noticed"
1,This thing is an orwellian nightmare George Orwell couldn't think of anything better in a drug induced dream. Apple should pay you to buy it.
1,YAS Can't wait to get it! I just need to sell my kidney so I can afford iPhone X :D
1,People here at work think this phone is the best phone ever made and no other phone has the features it will have.....I sit and listen o them at the lunch table browsing YouTube on my S8 smiling.  :)
1,NSA loves Apple users the most.
1,"BOUT TIME APPLE!! Been rocking iPhone since the start. Nothing has changed, FINALLY SOMETHING GREAT!"
1,"I remember when Apple was the innovator, every one of those features is available on my Samsung 8. They should've just copied the infinity display too...would've made it look much nicer."
1,"This phone reminded me of the iphone 3gs, so glad that i got my S8+ for $775"
1,techrax is gonna be so happy 😂😂😁
1,"To me, it's just a waste of money. Samsung galaxy note 8 is better"
1,If you look at the top you can see the camera they're using to film the iPhone is seeing the IR blasts coming from the sensor.
1,"#Apple have released another #Chinese clone it seems. Taking the last 3 years #tech already seen and throwing it into a device twice the price. I haven't seen any #groundbreaking moves from #Apple for many years now, even the computers are being #owned by competitors."
1,xbox one x most powerfull console + iphone x= love
1,"apple claims this is the first OLED screen which is good enough for the iPhone..... but it's a lesser screen to the S8 and G6.... and the claim is bullshit, the thing about this good enough stuff is about profit margins...."
1,You guys are Giving more reasons to swich back to iphone.
1,"Made in China for $1000 +? LOL,  I can only imagine if it was made in the U.S. Talk about high profit margin. Apple is such a SCAM! \nhttps://www.cnbc.com/2017/08/01/apple-earnings-q2-2017-how-much-cash-does-apple-have.html"
1,"*Has features flagship Android phones have had for YEARS such as wireless charging, face unlock, etc. \n\n*Still, hilariously, convinces people that it's revolutionary and is worth over a $1,000\n\nApple - you are brilliant lol"
1,"I wanted a better phone, if I wanted a camera I would have bought a Nikon."
1,Im gonna buy it just because im gonna get better snap chat filters smh 😤
1,wow tf copy samsung much 😂
1,Absolutely beautiful but wtf apple?! 1000 dollars??? Xpensive
1,Samsung is better
1,they copied meizu haha
1,South Korea still wins.
1,samsung galaxy 9 already copy this lol
1,█▬█ █ ▀█▀  Apple Iphone X Amazing @@@
1,Oooooh looks breakable good thang it's 800 dallars
1,"Did samsung make this? Nevermind that would be an insult to samsung and there amazing design team. Android has had these features for years, nothing new. Even the Samsung Galaxy s3 had the feature to unlock your phone with your face years ago. Nothing new invented here with Apple."
1,Ahahah lmao
1,This is priceless
1,gay emoji movie porn #YIAYfetish
1,True true
1,This guy is HILARIOUS!
1,Summed up perfectly
1,Absolutely brilliant. You've outdone yourself Jack :)
1,MAKE MORE PARODIES
1,This video was awesome lol
1,This is awesome. 1:20 XDDDDDDDDD
1,A DEMENTOR LMAO
1,THIS IS SO TRUE OMG 😂😂😂
1,the ceo is gay and his product is gay $hit. why do you cry so much?
1,👈 watch by clicking here you can see People's are entertaining
1,*JACK LITERALLY  JUST COMMENTED ON MY LAST VIDEO* I'm crying right now 😭😭😭😢😢😢
1,"clickbait. i was expecting a parody, not the real thing reuploaded"
1,Yo Jack. This video was just shown on a news show in the netherlands!! So cool. You're great.
1,You're only paying for the company Samsung is way better than Apple
1,Maybe this is just a marketing plot by HBO to get more people to watch GOT between seasons...
1,This is actually the original
-1,This movie was bad.  I don't say that much
-1,Tom Cruise rapes dead donkeys....just saying.
-1,Alien 3 please!
-1,Powers to suck you dry xD
-1,suck you dry 😂😂
-1,Collegehumor remembered their name and made a video about college humor...? It's been too long.
-1,So you don't have the one kid who is terrified of the  prospect of his impending future and how much his decisions actually mean despite having 18 years of where he was basically along for the ride and constantly thinks about putting a barrel to their head?…
-1,"Holy shit, a college joke on college humor. It's been a while."
-1,You forgot to mention that college is a complete waste of time and money for a lot of people.
-1,Holy shit... is it a collegehumor video about... college???
-1,They should make a more violent version of this video where the statue is a random black guy
-1,Oh shit an actual college humor video!
-1,This video is sooo racist why is the black guy the only one that needs attention that is a stupid stereo type support your local antifa
-1,Well damn. So its basically when you get introduced to the career center
-1,WHY DID YOU MAKE FURRY FORCE?! SO NASTY!!!
-1,Honest college tour on your right you'll see the place where everyone submits there fake rape accusations slips and and the left you'll see see a bunch of fat disgusting useless borderline retarded sjw's oh god run I'm a straight white male that just looked at them I can already hear them typing typing im a neo nazi fascist+rapist looks straight ahead and now you can see Antica members destroying trash cans because they wasted there time in gender studies now leave me with your children so I can destroy there minds with ridiculous thoughts and then basically tell the white ones to become slaves I would say something about straight people but I'm too afraid that even men...... oh shit yep I just got stabbed and beaten with a bike lock \n\nThank you for reading the proper script for this skit
-1,It's been a long time CollegeHumor did a video with college humor in it.
-1,haha this is depressing haha!
-1,song? that shit is so fire
-1,Next fight i'm going to fight an alien on another planet -Floyd a savage
-1,What a fucking loser. It took him 9 rounds to beat someone with no boxing skills. No wonder boxing is such a boring and fading sport anymore.
-1,Rudy talent is so high that I can't see it no more
-1,its so confusing to know when this is serious or a joke
-1,"D should have said, my wife hits harder than you hit your girlfriends.."
-1,i thought it was a shit ad but it was just bad lip syncing
1,That was pretty hilarious but also accurate that's why I stick with android because Apple is so damn expensive.
1,Always intriguing to me to see how some people get so upset over other people's choice of phone.
1,the best accurate description of  those apple products. :)
1,I really wanna get that emoji machine..
1,"lol the dementor part, cracks me up."
1,"Pay $1,000 or $1,200 for the 256GB, and not even getting half the full screen experience of a galaxy S8 or S8+. With lower resolution, a notch that blocks your view, and no hard press home button."
1,"You know  you'll buy it. We'll all buy it. Damn you Apple! But seriously why buy an iPhone 8 when it's almost exactly like an iPhone 7 but slight with 2 more nucleus. Save money for iPhone X or better yet , save your money and in 2 more years the price will drop enough to buy it, after the new iPhone XI, XII, XII, XX come out."
1,"Do you know what really grinds my gears? The iPhone X in America costs $999, which should be about £760, but they still charge £999."
1,Ever since Steve jobs passed away Iphone has gone to shit.  Iphones use to be sooo good. Like seriously wireless charging now? Samsung implemented it 2 generation ago with the S6 lmao xD
1,they made it so easy for you hahaha emoji machine
1,"the dementor part was so funny, me me proud boy jack"
1,"Hi ! I work for a famous french media called MinuteBuzz , we have more than 4 million people on Facebook (https://www.facebook.com/profile.php?id=268418679283&ref=ts&fref=ts)\n\nWe love your video and we would like to post it on our Facebook page HERO \n\nWould you be cool with that ? \n\nOf course we will mention your page in the post description. \n\nBest regards."
1,Wow this was really informative and enlightening. Thank you Jack.
1,He used the real video at times!
1,This is accurate as fuck and i love it XD
1,"Hhaha funny video, loved it! Check it out or video that shows the funniest memes and tweets about the iphone x: https://goo.gl/KwXRVr"
1,I would rather buy a brand new PC
1,FILM TUBE new Channel 💋💋❥❥❥👫💘😻💋💋
1,man I love this video
1,Now that apple has our fingerprints it was the right time to collect our faces id too...thank you Apple. \nCan't wait to donate my liver for the next gen of IPhone and drop a few blood drops to safe unlock it. Keep up the good work!
1,I'm sure I speak for everyone when I say the wait is tearing me apart.
1,this looks so cool
1,This is sooo cool
1,Someone watched the nostalgia critic lmao
1,Beautiful
1,the last scene lmao
1,BEST MOVIE EVER!!!
1,I am so excited.
1,This...this looks beautiful
1,This actually looks cool xd
1,👈 watch by clicking here you can see People's are entertaining
1,Power is the disease.  Care is the cure.  Keep caring for yourself and others as best as you can.  This is life.
1,"This looks like a great video, but after you are done would you be kind enough to check out my new YouTube channel and give me some feedback? Maybe even subscribing? :)"
1,Been waiting since Greg's book came out -- I'm so excited.
1,"Next thing you know, Tommy Wiseau is on stage accepting best picture"
1,"wish it was a original story with tommy, instead of him having to remember his earlier project, it's almost like this film is making fun of his work."
1,He does the voice so good
1,I don't know if I have seen anything more spot on in my life
1,"Great trailer, I could not be more excited for this movie! Also, anyone know the song name?"
1,At first I didn't like it but that voice grew on me
1,The greatest movie about the greatest movie.
1,A24 doesn't disappoint.All there movie I seen was good
1,Still can't believe that the original movie was made in 2005.
1,"Justice League, Thor, and Star Wars be damned, THIS is my most anticipated upcoming movie"
1,I have never been more excited for a film.
1,I really wanna watch this!
1,I totally can't wait to see this movie! James Franco does a good job as Tommy Wiseau!
1,I really want to see some kind of video of Wiseau responding to this movie xD
1,"Why didn't they hire Greg as himself AND DON'T TELL ME THEY WANT A GOOD ACTOR INSTEAD, *THEY HIRED DAVE FRANCO* oh hai Seth kan vee cas mi lithel brader ?"
1,"Having seen the original, it's going to be so much fun. Please, everyone, see The Room before seeing this"
1,"Damn, James Franco is soooo good!! Sounds exactly like the real guy!"
1,"These brothers seem like best friends, wish I could be close to my brother but the sad thing is I don't have one"
1,It's Harry guys he's Spiderman best friend
1,Wouldn't it be the most ironic thing ever if this movie gets James Franco an Oscar nomination?
1,the book was a true literary masterpiece. just like the movie The Room
1,Damn he's so accurate
1,"After seeing the teaser, I was a little concerned about James Franco's accent, but not anymore! That was SPOT ON. This looks fantastic (and not just because of the accent). I cannot wait to see this!"
1,This is a great fake trailer!!
1,His performance looks so much better than in the teaser.
1,You'll never be famous in a million years!\n\nBut after that? Holy shit that's such a good quote
1,Best remake ever!
1,"He has it all, Good look Many frends and also maybe Jonny is Vampyre"
1,Can't wait for this! It seems like a modern Ed Wood.
1,WATCH IT IF YOU LOVE WATCHING FILMS ::  https://youtu.be/zMgekuJ8rx4
1,I LOVE THIS MOVIE SO MUCH 😳😳 ❤️
1,Hey guys I hope you are having a great day and are excited about this movie!!! From a small youtuber who dreams of making it big!!
1,TEN OUTTA TEN\nIF THIS DOESN'T WIN AN OSCAR I SWEAR TO FUCKING GOD
1,Would be much better without all that sexual garbage.
1,I think the room would have been a better movie if Johnny was a vampire
1,👈 watch by clicking on icon you can see People's are entertaining
1,"Europe is laughing out loud at you americans, simply because you elected a bunch of apes to run your country."
1,"I hope the media stays on top of Carson's HUD, any other federal agencies where woefully unqualified cronies have been installed. Their incompetence and results need to be reported so we can see what happens when people think government and experience in government doesn't matter."
1,"The lunatic surrounds himself with other lunatics. America, you have become so bizarre..."
1,Seriously? You decide to attack the most prominent black republican representative? When we have all these other huge issues in our current government. Wow. I always knew Seth was Racist. He's just open about it now I guess.
1,"How did them 6 others survive being stuck in a lift with him without him killing them with boredom, lucky it wasn't just one that would be a death sentence for sure."
1,So Americans in states that elected Drumpf will need the very 2 agencies - HUD And EPA - that the Drumpf administration vitually dismantled? HAH! Talk about what goes around comes around...
1,"Conservative republicans don't need any of that socialist government aide! They have bootstraps that they pull up to get them out of the muck and when the rich people start trickling their wealth down, all will be right again!"
1,"What an absolute clown.  It's reflective of the state of our nation that a man like Ben Carson could somehow manage to become a leading candidate for president of the United States.\n\nKudos to Ben Carson for his success as a brain surgeon, but it's fair to remember that politics isn't brain surgery - it's far more difficult."
1,What kind of loser uses a massave natural disaster to take political and personal stabs at anyone for the sake of ratings and profit? Oh yea its seth myers. What a POS.
1,"Seth Meyers, Just another Shekelgruber RKM agent spewing his RKM lies to America. Want to learn more about this Shekelgruber agent and the RKM?  Click the link below:\n                            http://www.veteranstoday.com/2015/03/08/the-hidden-history-of-the-incredibly-evil-khazarian-mafia/"
1,A lot of sleight of hand and smoke screening going on in this video...sure hope folks understand the HUD budget cuts and relief aid allowances better than Seth does before they go running around spreading this bs to others.
1,"Understand: To some, Trump is the fulfillment of their religious aspirations. Good luck, reality."
1,"Carson, Pruit, Devos and Price were deliberate selections by Trump and Bannon to destabilize the US government. Good job. Gobshites!"
1,It's harder to become the best nurosurgen than to become part of the public housing
1,"I was laughing until Seth said the guy is basically dismantling the department. This nation is perfectly capable of building affordable housing for less fortunate, but hey, who cares about them, the money is in multi-million dollar condos."
1,I don't know wether to laugh or cry anymore when I see these clips...
1,"Paul Ryan has not yet come to terms with the fact that Ayn Rand is power pornography for teenage boys at a certain stage of aching virginity -- and normal kids get over it.\n \nA lot of people throughout RepublicanLand have variations on the same problem.  They really believe a scientifically incorrect notion, that human beings are independent of one another.  It may feel like that for the lonely teenager, but it's never, ever, true.  \n \nFrom that falsehood, they then build up moralities, generally ugly, histories, false, and a subset of both: self-serving aims or purpose.\n\nThis high-minded purpose gives us a HUD Secretary who is opposed to the Department of HUD, a Secretary of Health (named Price!) who believes that all medicine should be commercial.  You've got a guy over at Environmental Protection who is on the side of the folks continuing to dig the hole deeper.  All with the highest moralities he's been able to find anywhere! \n \nThe good Doctor Carson is really, really, one of the gang.\n\n-dlj."
1,It is Trump's goal to dismantle the US government and leave it in so much chaos that Russia is able to become the largest super power again.
1,"You all recall when a man threw his shoe at former pres.Bush? Well, it's time to get your shoes ready again people!!!"
1,how high is that guy
1,Ben Carson is clearly writing his own prescriptions
1,I loved the CPR joke. A lot.
1,I worked at a top NYC hospital and the neurosurgeons were loons.
1,And so far he has succeeded
1,07:32  Make the USA  Great again   <<<== TAKE A $6.2 Billion cut from HUD 2018 Budget just so  that the WEALTHY pay even LESS in TAXES.. Still support DUMP Mr.& Misses Trailer park dwellers who SUPPORTED THIS CLOWN.. NOT THAT HIL HIL Was ANY BETTER.. I VOTED FOR BERNIE SANDERS..    Bernie+Lizzie&Birdie 2020
1,Lmao this man is a walking punch line!
1,Trump eliminated the programs we needed the most. Not wise.
1,Glad I never had him for a doctor
1,Please go bck to surgery. No freaking experience in this position. That's new normal in administration .  Imagine him performing brain surgery without any training. A disaster!! The most powerful position in world also has no experience but you need experience to get almost  any other job.  Sick
1,Well the people of Texas probably shouldn't have voted for the person bragging about slashing relief funds huh. Hindsight really is 20/20
1,What did he take away from this [trip] today?\nMy luggage!\n\n... but maybe that only adds an extra layer of humour if english is not your mother tongue? ;)
1,"Trump sees HUD primarily as a tool for enriching well-connected real-estate developers, Carson’s combination of loyalty and ignorance may make him uniquely “qualified” for the position. 😠"
1,And this guy is a brain surgeon; wonder how many lawsuits against him?  He's despicable!
1,😆😂😆😂😆 OMG this dump administration is a nightmare LMAO
1,inept is putting it mildly
1,Ugh... 6:30...I'm done LOL
1,2:36 2:55 Lol
1,"Lets see. A white privileged, white racist Hollywood comedian who's made his career focus on bashing America and its people who live not according to his lifestyle, thinks he's doing the white race a solid by attack an intelligent, accomplished Black Man who is one of the world best known neurosurgeon. This comedian is a racist asshole."
1,Will Texans refuse to take government handouts?? And be proud republicans??
1,"My two biggest disappointments from this event are 1 the iPhone 10 not having a full 2k display and the screen only putting out 625nits of max brightness. That's a little less than half the max brightness of the galaxy note 8. I understand it will  be better than the Note 8 in lots of other ways, but I wanted it to match or be better in every conceivable way so the android fans wouldn't have anything to hold on to."
1,"So...we're just going to overlook how advanced technology is becoming to describe you? LOCATION, FINGER PRINTS, FRONT FACING APPLE ID UNLOCK......l'll pass."
1,"Wireless charging, which is awesome to see. It doesn't even feel awesome anymore. It's old news, has been used by companies for 3 years."
1,My first question is: Where do other notification icons go?
1,👈 watch by clicking here you can see People's are entertaining
1,"Look at all these poor Shitsung folks in the comments... Putting personal preference aside, no matter how you slice it, Apple will come out with the new best-selling phone on the market, again. It will be the fastest phone on the market, again. It will have the most used features, largest and most well-developed App Store, and highest adoption rate of hardware & software out of every single phone on the planet. People will be willing to pay for these devices for years to come, and it all comes from the (non-arguably) brilliant marketing tactics that Apple has been following for years. In the end, none of the debate matters when it's Tim Cook who will be sitting on top of his massive cash pile with the first TRILLION DOLLAR-VALUED company in the world. Can't argue with facts people. BUT, I'm sure you'll find a way!"
1,Apple is really starting to fall off. Galaxy S8 is tops right now next to the Galaxy Note 8.
1,Like this or you'll become gay
1,...From a emoji *uses the poop emoji* this is the best shit from the new iPhone though.\ndude...
1,What if u just show a picture of the iPhone owner's face to unlock the phone lolol
1,I liked the what does the fox say joke
1,"There is no 9, because 7 ate 9! Okay I'll go now...."
1,Talking shit emoji! That is classic! Thank you Apple engineers for making it real
1,"This looks cool enough, but i prefer the older style of iphones more, so i'll probably stick to iphone 8"
1,Did the idea of having a  microsd never crossed apples mind??!? And why isn't there a headphones jack !!!!face Id is nice but why remove the touch Id!????
1,Why dont TMobile sell google phones? Ive seen them get the best ratings for cameras etc but why arent they more mainstream?
1,"as a left handed iPhone user, I´m wondering, if you can go to the Control Center by swiping from the left top corner, too? :/"
1,"*I think the iPhoneX is beautiful, can't wait to get my hands on one. Also interested to see what case companies do for iPhoneX phone cases. 🤔*"
1,New phones rolling out every year with minor design changes to keep hype going and getting more expensive. Over-marketing strategy.
1,This is a really nice phone but the price makes it hard to justify against something like the Galaxy S8 or Essential phone
1,"If you drop these phones, you're lucky if both glass panels don't shatter simultaneously...screen and back. But iPhone buyers have enough money anyway...so it hits no beggars. lol"
1,hahhaha you fool...ass hole ...there is nothing new
1,"Beautiful design but if I'm going for anything, it will be keeping my 6s and getting the Apple Watch with cellular"
1,"People complaining about the notch are imbeciles. How else were they supposed to go full screen and still fit the speaker grille, sensors & front camera in there? iPhone X is gorgeous, imo."
1,they took gesture tech from blackberry 10 phones. BB was really good. Missing it.
1,Hats off for the owners of Apple for all the money they are going to make with their new overpriced gadgets.
1,samsung alredy have all these new features
1,Intro sounds like it belongs in Splatoon. :P
1,"I have Apple products but I can’t justify paying $1,000 for this phone. Seems like they need to bring in people who are more inventive."
1,My galaxy S8 is still better. Switching to android from Apple has been my best decision this year.
1,It's cool but not a 1000 bucks cool
1,EVERYONE holds their phone by the sides....WHY THE FUCK is the power button on the side instead of the top to prevent accidental pressing and having to unlock the phone AGAIN!?!?!?!   (super major gripe with every phone out there....designers are morons)
1,I worry about certain games that require you to swipe up from the bottom of the screen to play and that might constantly trigger the back to home screen function.
1,the iPhone 8... skips to 10...\nWindows 8... also skips to 10...\n;)
1,Hell man I'm tripping on a 1000 bucks really
1,"I prefer iPhone 8 over 10, ‘cause iPhone 10 looks like one of those android phones with a similar design. iPhone 8 looks more of a iPhone instead of 10."
1,Finally i will be able to buy iPhone SE
1,Everyone just getting all their new Apple stuff while i still cant afford the actual fruit smh -_-
1,lmao gay af.
1,£1000 lol
1,Nice!
1,Lol 😂
1,AMAZING!
1,lol my nvidia shield can handle HDR & 4k since years
1,Great review!
1,Looks fucking beautiful.
1,Thanks for watching today :) This had my heart pounding. Please share today with some friends and family.
1,I love you
1,Titanium Teeth ! Ok that is overkill
1,Can you get more hoodies plzzzzzzs
1,awesome vlog
1,Country's breathing lol
1,Countries breathing is super hard lol
1,WHO LET THE DOGS OUT  WOF WOF WOF WOF WOF       hahaha
1,👈 watch by clicking the icon you can see People's are entertaining
1,"Love it! I've never thought as Roman hot, but I'm digging the white hat on him. He looks hot! Lolol now is Country single? ☺️"
1,Roman iam kind of upset man I went to buy the tie dye hoodie buttttttt you didn't have my size 😔😩😩😡
1,"Roman, do more videos with your telescope"
1,That little baby simply warms my heart. The kitties too ^-^ .. and flash and donkey... they're all great!
1,im not going to lie but those hat look ridiculously awesome \nrainbow section new hats  like next is rainbow
1,Still can't work out who gorgeous Cora looks like both boys look like Roman however Cora grows to look like all 3 are seriously beautiful great genes!
1,Both of u look so cute w e white hat😍😍😍😍😍😍\n\nLike if u agree
1,I got jabs today at school and my arm is really saw
1,Police dogs do so much they should be appreciated more. They are so loyal the breeds are typically Malinois and sometimes German shepherds. Malinois are more agile but German shepherds are more powerful. I live shepherds a tad more.
1,"Hey Roman, From where I'm from the things that I want to but from Smile more store are expensive. Can you make a sale soon, because I really love the Tie Dye hoodies/shirts before they run out."
1,You have cool boys and a adorable baby girl!
1,So roman you are NOT going to charge anyone to see this movie you are making right
1,Why so many police get roman in trouble
1,Sub to Xenolied for free smile more merchandise
1,"I felt that Country wore it better.  And he looked safer.  Roman, you were stick legs with a padded jacket.  Where was your head covering??!!"
1,thanks so much for inspiring me to make my own channel and vids \nnotifications on and subscribed😄\nlove u xxx
